Trial_ID,Title,Official_Title,Organization,Lead_Sponsor,Lead_Sponsor_Type,Overall_Status,Start_Date,Primary_Completion_Date,Completion_Date,Study_Type,Study_Phase,Enrollment,Masking,Allocation,Primary_Condition,All_Conditions,Condition_Count,Num_Arms,Num_Interventions,Intervention_Types,Gender,Accepts_Healthy_Volunteers,Primary_Outcome_Count,Secondary_Outcome_Count,Has_Outcome_Data,Has_Results,Primary_Outcomes,Secondary_Outcomes,Outcome_CBR,Outcome_CR,Outcome_DFS,Outcome_DMFS,Outcome_DoR,Outcome_EFS,Outcome_LRFS,Outcome_ORR,Outcome_OS,Outcome_PFS,Outcome_PR,Outcome_QOL,Outcome_RR,Outcome_TOX,Outcome_TTF,Outcome_TTP
NCT00410904,AZD2171 and Pemetrexed Disodium in Treating Patients With Relapsed Non-Small Cell Lung Cancer,Phase 2 Study of AZD2171 (NSC 732208) in Combination With Pemetrexed in Relapsed Non-Small Cell Lung Cancer (NOS: 10029514),National Cancer Institute (NCI),National Cancer Institute (NCI),NIH,COMPLETED,2006-10,2013-07,2014-03,INTERVENTIONAL,PHASE2,,,,Recurrent Non-small Cell Lung Cancer,Recurrent Non-small Cell Lung Cancer,1,1,2,DRUG,,,1,2,True,Yes,Response Rate (Complete and Partial) 2 Separate Cohorts of Relapsed NSCLC Cohort A: Pts Who Have Received Prior Chemo w/o Ever Having Received Bevacizumab. Cohort B: Pts Who Have Received Prior Bevacizumab. (NUMBER) participants = 10,Progression-free Survival (MEDIAN) months = 5.6 [4.1-6.8]; Overall Survival (MEDIAN) months = 11.5 [6.9-14.0],,,,,,,,,Overall Survival (MEDIAN) months = 11.5 [6.9-14.0],Progression-free Survival (MEDIAN) months = 5.6 [4.1-6.8],,,Response Rate (Complete and Partial) 2 Separate Cohorts of Relapsed NSCLC Cohort A: Pts Who Have Received Prior Chemo w/o Ever Having Received Bevacizumab. Cohort B: Pts Who Have Received Prior Bevacizumab. (NUMBER) participants = 10,,,
NCT00413283,Dose/ Schedule Finding Trial of Romiplostim for Chemotherapy-Induced Thrombocytopenia (CIT) in Non-Small Cell Lung Cancer (NSCLC),"Phase 2, Randomized, Double Blind, Placebo-Controlled Dose and Schedule Finding Trial to Evaluate the Safety and Efficacy of AMG 531 For Treatment of Chemotherapy-Induced Thrombocytopenia in Subjects ",Amgen,Amgen,INDUSTRY,COMPLETED,2006-12,2008-12,2009-02,INTERVENTIONAL,PHASE2,,,,Lung Cancer,Lung Cancer; Chemotherapy-Induced Thrombocytopenia; Non-Small Cell Lung Cancer,8,4,5,BIOLOGICAL; DRUG,,,1,5,True,Yes,Number of Participants With Adverse Events (NUMBER) Participants = 12,Duration of Grade 3 or 4 Thrombocytopenia (MEAN) days = 2.1; Number of Participants Experiencing Grade 3 or 4 Thrombocytopenia During the First Treatment Cycle. (NUMBER) Participants = 5; Number of Participants With Platelet Transfusions (NUMBER) Participants = 1; Platelet Count on Day 22 (MEAN) 10^9/L = 281.2; Gemcitabine Dose Reduction on Day 8 of the First Chemotherapy Cycle (NUMBER) Participants = 2,,,,,,,,,,,,,,Number of Participants With Adverse Events (NUMBER) Participants = 12,,
NCT00415363,"Study of Enzastaurin Versus Placebo in the Treatment of Patients With Brain Metastases of Lung Cancer, After Whole Brain Radiation Therapy","A Double-blind, Randomized, Placebo-controlled Multicentre Phase II Study of Maintenance Enzastaurin Following Whole Brain Radiation Therapy in the Treatment of Brain Metastases From Lung Cancer",Eli Lilly and Company,Eli Lilly and Company,INDUSTRY,COMPLETED,2006-12,2011-01,2011-01,INTERVENTIONAL,PHASE2,,,,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer; Small Cell Lung Cancer,2,2,2,DRUG,,,1,11,True,Yes,Time to Progression of Brain Metastases (MEDIAN) months = 6.9 [3.4-11.9],Time to Objective Progression of Brain Metastases (MEDIAN) months = 5.0 [3.1-8.4]; Overall Progression-free Survival (Including Both Progression of Brain and Extracranial Tumor Lesion) (MEDIAN) months = 2.2 [1.1-2.3]; Overall Survival (MEDIAN) months = 3.8 [2.6-5.6]; Overall Response (OR) to Treatment of Extra-cranial Tumor Lesions by Percentage of Participants (NUMBER) percentage of participants = 0 [0-8.6]; Best Overall Tumor Response on Brain Metastases by Percentage of Participants (NUMBER) percentage of participants = 0 [0-8.2]; Health-related Quality of Life (HRQoL) EORTC QLQ-C30 Physical Functioning (MEDIAN) units on a scale = -6.7 [-20.0-0]; HRQoL Questionnaire - EORTC QLQ-C30 Fatigue (MEDIAN) units on a scale = 0 [0-22.2]; HRQoL Questionnaire - EORTC QLQ-C30 Nausea/Vomiting (MEDIAN) units on a scale = 0 [-16.7-16.7]; HRQoL Questionnaire - EORTC QLQ-C30 Diarrhea (MEDIAN) units on a scale = 0 [0-0]; HRQoL Questionnaire - QLQ-BN20 Headache (MEDIAN) units on a scale = 0 [-33.3-0]; Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 35,,,,,,,,,Overall Survival (MEDIAN) months = 3.8 [2.6-5.6],Overall Progression-free Survival (Including Both Progression of Brain and Extracranial Tumor Lesion) (MEDIAN) months = 2.2 [1.1-2.3],,Health-related Quality of Life (HRQoL) EORTC QLQ-C30 Physical Functioning (MEDIAN) units on a scale = -6.7 [-20.0-0]; HRQoL Questionnaire - EORTC QLQ-C30 Fatigue (MEDIAN) units on a scale = 0 [0-22.2]; HRQoL Questionnaire - EORTC QLQ-C30 Nausea/Vomiting (MEDIAN) units on a scale = 0 [-16.7-16.7]; HRQoL Questionnaire - EORTC QLQ-C30 Diarrhea (MEDIAN) units on a scale = 0 [0-0]; HRQoL Questionnaire - QLQ-BN20 Headache (MEDIAN) units on a scale = 0 [-33.3-0],,Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 35,,Time to Progression of Brain Metastases (MEDIAN) months = 6.9 [3.4-11.9]
NCT00418886,Efficacy Study Comparing ZD6474 in Combination With Pemetrexed and Pemetrexed Alone in 2nd Line NSCLC Patients,"A Phase III, Randomized, Double-blinded, Parallel Group, Multi-centre Study to Assess the Efficacy and Safety of ZD6474 (ZACTIMA™) in Combination With Pemetrexed (Alimta®) Versus Pemetrexed Alone in P",Sanofi,"Genzyme, a Sanofi Company",INDUSTRY,COMPLETED,2007-01,2008-09,2023-02-14,INTERVENTIONAL,PHASE3,,,,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer; Lung Cancer,2,2,2,DRUG,,,2,8,True,Yes,Progression-Free Survival (PFS) in the Overall Population (MEDIAN) weeks = 17.6 [13.4-18.9]; Progression-Free Survival in the Female Population (MEDIAN) weeks = 17.9 [14.7-22.7],Overall Survival (OS) (MEDIAN) months = 10.5 [8.9-12.3]; Objective Response Rate (ORR) (NUMBER) percentage of participants = 19.1; Disease Control Rate (DCR) (NUMBER) percentage of participants = 56.6; Duration of Response (DoR) (MEDIAN) weeks = 24.1 [17.4-30.0]; Time to Deterioration of Disease-Related Symptoms (TDS) by Lung Cancer Symptom Scale (LCSS) Total Score (MEDIAN) weeks = 18.1 [15.1-23.6]; Time to Deterioration of Disease-Related Symptoms by Average Symptom Burden Index (ASBI) Score (MEDIAN) weeks = 16.0 [14.0-20.3]; Longitudinal Analysis of Lung Cancer Symptom Scale Total Score (LEAST_SQUARES_MEAN) mms on a visual analogue scale = 25.7; Longitudinal Analysis of Average Symptom Burden Index Score (LEAST_SQUARES_MEAN) mms on a visual analogue scale = 21.7,,,,,Duration of Response (DoR) (MEDIAN) weeks = 24.1 [17.4-30.0],,,Objective Response Rate (ORR) (NUMBER) percentage of participants = 19.1,Overall Survival (OS) (MEDIAN) months = 10.5 [8.9-12.3],Progression-Free Survival (PFS) in the Overall Population (MEDIAN) weeks = 17.6 [13.4-18.9]; Progression-Free Survival in the Female Population (MEDIAN) weeks = 17.9 [14.7-22.7],,,Objective Response Rate (ORR) (NUMBER) percentage of participants = 19.1,,,
NCT00446225,Phase III Study (Tarceva®) vs Chemotherapy to Treat Advanced Non-Small Cell Lung Cancer in Patients With Mutations in the TK Domain of EGFR,"Phase III, Multicenter, Open-label, Randomized Trial of Tarceva® vs Chemotherapy in Patients With Advanced NSCLC With Mutations in the TK Domain of the EGFR",Spanish Lung Cancer Group,Spanish Lung Cancer Group,OTHER,COMPLETED,2007-02-15,2012-04-11,2012-12,INTERVENTIONAL,PHASE3,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,2,5,DRUG,,,1,3,True,Yes,Progression Free-survival (MEDIAN) months = 9.4 [7.9-12.3],Objective Response (NUMBER) percentage of participants = 2.3; Overall Survival (MEDIAN) months = 33.4 [26.7-39]; Molecular Markers Related to EGFR and Study Pathology (COUNT_OF_UNITS) Sample of serum = 30,,,,,,,,,Overall Survival (MEDIAN) months = 33.4 [26.7-39],,,,,,,
NCT00452413,A Study of Enzastaurin and Erlotinib in Participants With Solid Tumors and Lung Cancer,A Phase 1/2 Trial of Enzastaurin and Erlotinib in Patients With Advanced Solid Tumors and Non-Small Cell Lung Cancer (NSCLC) After Prior Chemotherapy,Eli Lilly and Company,Eli Lilly and Company,INDUSTRY,COMPLETED,2007-05,2009-07,2013-11,INTERVENTIONAL,PHASE1; PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer; Malignant Solid Tumor,2,1,2,DRUG,,,2,8,True,Yes,Recommended Phase 2 Dose for Enzastaurin Plus Erlotinib Combination Therapy (Assess the Tolerated Dose of the Combination Erlotinib and Enzastaurin) (NUMBER) milligrams per day (mg/day) = 500; Phase 2: Progression-Free Survival (PFS) With the Enzastaurin Plus Erlotinib Combination Regimen (MEDIAN) months = 1.7,"Phase I: Number of Participants Who Experienced Treatment-Emergent Adverse Events (TEAEs) (Safety and AE Profile for Enzastaurin/Erlotinib Combination) (NUMBER) Participants = 4; Phase I: Pharmacokinetic (PK) Interactions Between Enzastaurin and Erlotinib: Apparent Oral Clearance of Erlotinib Under Steady State Conditions During Multiple Dosing (CLss/F) (GEOMETRIC_MEAN) Liters per hour (L/h) = 6.07; Phase I: PK Interactions Between Enzastaurin and Erlotinib: Maximum Observed Plasma Concentration at Steady State (Cmax,ss) (GEOMETRIC_MEAN) nanomoles per liter (nmol/L) = 618; Phase I: PK Interactions Between Enzastaurin and Erlotinib: Area Under the Plasma Concentration Time Curve at Steady State [AUC(Tau,ss)] (GEOMETRIC_MEAN) nanomoles*hours per liter (nmol*h/L) = 6590; Phase 2: Overall Survival (OS) (MEDIAN) months = 8.3 [5.3-14.3]; Phase 2: Duration of Response (MEDIAN) months = 8.7; Phase 2: Percentage of Participants With Tumor Response (NUMBER) percentage of participants = 0 [0-7.3]; Phase 2: Number of Participants Who Experienced TEAEs (Safety and AE Profile) (NUMBER) participants = 48",,,,,Phase 2: Duration of Response (MEDIAN) months = 8.7,,,,Phase 2: Overall Survival (OS) (MEDIAN) months = 8.3 [5.3-14.3],Phase 2: Progression-Free Survival (PFS) With the Enzastaurin Plus Erlotinib Combination Regimen (MEDIAN) months = 1.7,,,,Phase I: Number of Participants Who Experienced Treatment-Emergent Adverse Events (TEAEs) (Safety and AE Profile for Enzastaurin/Erlotinib Combination) (NUMBER) Participants = 4; Phase 2: Number of Participants Who Experienced TEAEs (Safety and AE Profile) (NUMBER) participants = 48,,
NCT00453362,A Study of Changes in FDG- and FLT-PET Imaging in Patients With Non-Small Cell Lung Cancer Following Treatment With Erlotinib,Pilot Study of Changes in FDG- and FLT-PET Imaging in Patients With Non-Small Cell Lung Cancer Following Treatment With Erlotinib,"Genentech, Inc.","Genentech, Inc.",INDUSTRY,COMPLETED,2006-12,2010-04,2010-04-23,INTERVENTIONAL,PHASE1; PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,1,3,DRUG; OTHER,,,8,5,True,Yes,Progression Free Survival (PFS) of Groups by FDG Response at Day 56 (MEDIAN) weeks = 28.1 [16.14-40.14]; PFS of Patients With FDG-PET Complete Response (CR)/Partial Response (PR) Versus FDG-PET Progressive Disease (PD) in Patients With Computed Tomography (CT) Stable Disease (SD) at Day 56 (MEDIAN) weeks = 32.1 [18-32.14]; Progression Free Survival of Groups by FLT Response at Day 56 (MEDIAN) weeks = 39.9 [18-40.14]; ; ; Overall Survival of Patients With FDG CR/PR Versus FDG PD in Patients With CT SD at Day 56 (MEDIAN) months = 12.2 [4.99-17.84]; ; ,Percentage of Patients With FDG-PET Responses (NUMBER) Percentage of Participants = 7.7 [1.4-23.4]; Percentage of Patients With FLT-PET Responses (NUMBER) Percentage of Participants = 7.7 [1.4-23.4]; FDG Response in Subgroups by CT Response at Day 56 (NUMBER) Percentage of participants = 75 [24.9-98.7]; FLT Response in Subgroups by CT Response at Day 56 (NUMBER) Percentage of participants = 50 [9.8-90.2]; Number of Participants With Adverse Events Due to FLT-PET Imaging (NUMBER) Participants = 0,,PFS of Patients With FDG-PET Complete Response (CR)/Partial Response (PR) Versus FDG-PET Progressive Disease (PD) in Patients With Computed Tomography (CT) Stable Disease (SD) at Day 56 (MEDIAN) weeks = 32.1 [18-32.14],,,,,,,Overall Survival of Patients With FDG CR/PR Versus FDG PD in Patients With CT SD at Day 56 (MEDIAN) months = 12.2 [4.99-17.84],Progression Free Survival (PFS) of Groups by FDG Response at Day 56 (MEDIAN) weeks = 28.1 [16.14-40.14]; PFS of Patients With FDG-PET Complete Response (CR)/Partial Response (PR) Versus FDG-PET Progressive Disease (PD) in Patients With Computed Tomography (CT) Stable Disease (SD) at Day 56 (MEDIAN) weeks = 32.1 [18-32.14]; Progression Free Survival of Groups by FLT Response at Day 56 (MEDIAN) weeks = 39.9 [18-40.14],PFS of Patients With FDG-PET Complete Response (CR)/Partial Response (PR) Versus FDG-PET Progressive Disease (PD) in Patients With Computed Tomography (CT) Stable Disease (SD) at Day 56 (MEDIAN) weeks = 32.1 [18-32.14],,,Number of Participants With Adverse Events Due to FLT-PET Imaging (NUMBER) Participants = 0,,
NCT00459342,"Dasatinib in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer",Phase II Study of Dasatinib in Non Small Cell Lung Cancer,National Cancer Institute (NCI),National Cancer Institute (NCI),NIH,COMPLETED,2007-03,2012-04,2012-04,INTERVENTIONAL,PHASE2,,,,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer; Recurrent Non-small Cell Lung Cancer; Stage IIIB Non-small Cell Lung Cancer,4,1,1,DRUG,,,2,0,True,Yes,Number of Participants With Objective Response (Complete Response (CR) or Partial Response (PR)) (NUMBER) participants = 1; Progression-free Survival (PFS) (MEDIAN) months = 1.36 [0.16-17.2],,,Number of Participants With Objective Response (Complete Response (CR) or Partial Response (PR)) (NUMBER) participants = 1,,,,,,,,Progression-free Survival (PFS) (MEDIAN) months = 1.36 [0.16-17.2],Number of Participants With Objective Response (Complete Response (CR) or Partial Response (PR)) (NUMBER) participants = 1,,,,,
NCT00478699,Randomized Customized Adjuvant Chemotherapy (GECP-SCAT),"Phase III, Open, Multicenter and Randomized Study of Customized Adjuvant Chemotherapy Based on BRCA1 mRNA Levels in Completely Resected Stages II-IIIA Non-Small-Cell Lung Cancer Patients",Spanish Lung Cancer Group,Spanish Lung Cancer Group,OTHER,COMPLETED,2007-06,2015-06,2015-07,INTERVENTIONAL,PHASE3,,,,Non-small-cell Lung Cancer,Non-small-cell Lung Cancer,1,2,4,DRUG,,,1,1,True,Yes,Estimated Overall Survival (NUMBER) proportion of participants = 0.54 [0.44-0.64],Disease Free Survival (MEDIAN) Month = 38.7 [18.6-58.8],,,Disease Free Survival (MEDIAN) Month = 38.7 [18.6-58.8],,,,,,Estimated Overall Survival (NUMBER) proportion of participants = 0.54 [0.44-0.64],,,,,,,
NCT00481078,"Vorinostat, Carboplatin, and Paclitaxel in Treating Patients With Advanced or Metastatic Non-Small Cell Lung Cancer",Randomized Phase II Study of Vorinostat or Placebo in Combination With Carboplatin and Paclitaxel for Patients With Advanced or Metastatic Non-Small Cell Lung Cancer,National Cancer Institute (NCI),National Cancer Institute (NCI),NIH,COMPLETED,2007-05,2009-07,2009-07,INTERVENTIONAL,PHASE2,,,,Recurrent Non-small Cell Lung Cancer,Recurrent Non-small Cell Lung Cancer; Stage IIIB Non-small Cell Lung Cancer; Stage IV Non-small Cell Lung Cancer,3,2,5,DRUG; OTHER,,,1,2,True,Yes,Response Rate (NUMBER) percentage of responding patients = 34 [22-47],Progression-free Survival (MEDIAN) Months = 6 [4.3-6.9]; Overall Survival (MEDIAN) Months = 13,,,,,,,,,Overall Survival (MEDIAN) Months = 13,Progression-free Survival (MEDIAN) Months = 6 [4.3-6.9],,,Response Rate (NUMBER) percentage of responding patients = 34 [22-47],,,
NCT00482014,"A Study of Pemetrexed Plus Carboplatin, or Pemetrexed Plus Cisplatin With Radiation Therapy Followed by Pemetrexed in Patients With Inoperable Non-Sma","Phase 1/2 Study of Pemetrexed (Alimta) Plus Carboplatin, or Pemetrexed Plus Cisplatin With Concurrent Radiation Therapy Followed by Every-21-Day Pemetrexed Consolidation in Patients With Favorable-Pro",Eli Lilly and Company,Eli Lilly and Company,INDUSTRY,COMPLETED,2007-05,2011-10,2011-10,INTERVENTIONAL,PHASE1; PHASE2,,,,Non-Small-Cell Lung Cancer,Non-Small-Cell Lung Cancer,1,2,4,DRUG; RADIATION,,,3,6,True,Yes,; ; Phase 2 - Survival Probability at 2 Years (MEAN) percentage survival = 45.4 [29.5-60.0],Phase 1 - Pharmacology Toxicity: Number of Participants With Dose Limiting Toxicities (DLTs) (NUMBER) participants = 1; Phase 1 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 0 [0.0-0.0]; Phase 2 - Pharmacology Toxicity: Number of Participants With Adverse Events (NUMBER) participants = 21 [6.0-12.6]; Phase 2 - Time to Progression (MEDIAN) months = 8.8 [6.0-12.6]; Phase 2 - Median Survival (MEDIAN) months = 18.7; Phase 2 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 6.5 [1.4-17.9],,Phase 1 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 0 [0.0-0.0]; Phase 2 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 6.5 [1.4-17.9],,,,,,,,,Phase 1 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 0 [0.0-0.0]; Phase 2 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 6.5 [1.4-17.9],,Phase 1 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 0 [0.0-0.0]; Phase 2 - Percentage of Participants With Complete Response or Partial Response (Response Rate) (NUMBER) percentage of participants = 6.5 [1.4-17.9],Phase 1 - Pharmacology Toxicity: Number of Participants With Dose Limiting Toxicities (DLTs) (NUMBER) participants = 1; Phase 2 - Pharmacology Toxicity: Number of Participants With Adverse Events (NUMBER) participants = 21 [6.0-12.6],,Phase 2 - Time to Progression (MEDIAN) months = 8.8 [6.0-12.6]
NCT00487669,Phase II Study of Combination of Paclitaxel Poliglumex and Alimta for Advanced Non-small Cell Lung Cancer (NSCLC),"Phase II Study of the Combination of Paclitaxel Poliglumex (CT-2103, Xyotax) and Pemetrexed (Alimta) for the Treatment of Patients With Advanced Non-small Cell Lung Cancer.",Dartmouth-Hitchcock Medical Center,Dartmouth-Hitchcock Medical Center,OTHER,COMPLETED,2006-10,2009-11,2009-11,INTERVENTIONAL,PHASE2,,,,Advanced Non-small Cell Lung Cancer,Advanced Non-small Cell Lung Cancer,1,1,1,DRUG,,,1,2,True,Yes,To Evaluate the Overall Response Rate (Complete Plus Partial Responses by RECIST Criteria) to the Combination of Paclitaxel Poliglumex and Pemetrexed as Therapy in Patients With Advanced NSCLC. (NUMBER) participants = 5,Time to Progression (MEDIAN) months = 3.8 [1.5-9.2]; Overall Survival (MEDIAN) months = 7.7 [3.7-21.4],,,,,,,,,Overall Survival (MEDIAN) months = 7.7 [3.7-21.4],,To Evaluate the Overall Response Rate (Complete Plus Partial Responses by RECIST Criteria) to the Combination of Paclitaxel Poliglumex and Pemetrexed as Therapy in Patients With Advanced NSCLC. (NUMBER) participants = 5,,To Evaluate the Overall Response Rate (Complete Plus Partial Responses by RECIST Criteria) to the Combination of Paclitaxel Poliglumex and Pemetrexed as Therapy in Patients With Advanced NSCLC. (NUMBER) participants = 5,,,Time to Progression (MEDIAN) months = 3.8 [1.5-9.2]
