Trial_ID,Title,Has_Outcome_Data,Primary_Outcome_Count,Secondary_Outcome_Count,Primary_Outcomes,Secondary_Outcomes,CBR,CR,DFS,DMFS,DoR,EFS,LRFS,ORR,OS,PFS,PR,QOL,RR,TOX,TTF,TTP
NCT00138658,A Study of OGX-011/Gemcitabine/Platinum-Based Regimen in Stage IIIB/IV Non-Small Cell Lung Cancer (N,True,1,6,Objective Response Rate of OGX-011 in Combination With Gemcitabine/Platinum-based Regimen (NUMBER) percentage of participants = 26,Progression-free Survival (MEDIAN) months = 4.3 [3.0-5.3]; Overall Survival (MEDIAN) months = 14.1 [9.4-17.5]; Effect of OGX-011 on Serum Clusterin Levels (MEAN) µg/mL = -25.5; Cmax of OGX-011 (MEAN) ng/mL = 64086; t1/2 of OGX-011 (MEAN) hours = 3.7; AUC-0-last (MEAN) ng*h/mL = 260747,,,,,,,,Objective Response Rate of OGX-011 in Combination With Gemcitabine/Platinum-based Regimen (NUMBER) percentage of participants = 26,Overall Survival (MEDIAN) months = 14.1 [9.4-17.5],Progression-free Survival (MEDIAN) months = 4.3 [3.0-5.3],,,Objective Response Rate of OGX-011 in Combination With Gemcitabine/Platinum-based Regimen (NUMBER) percentage of participants = 26,,,
NCT00148798,Study of Cisplatin/Vinorelbine +/- Cetuximab as First-line Treatment of Advanced Non Small Cell Lung,True,1,7,Overall Survival Time (OS) (MEDIAN) months = 11.3 [9.4-12.4],Progression-free Survival Time (MEDIAN) months = 4.8 [4.2-5.3]; Best Overall Response Rate (NUMBER) percentage of participants = 36.4 [32.4-40.6]; Disease Control Rate (NUMBER) percentage of participants = 72.5 [68.6-76.2]; Quality of Life (QOL) Assessment European Organisation for the Research and Treatment of Cancer (EORTC) QLQ-C30 Global Health Status (LEAST_SQUARES_MEAN) scores on a scale = 45.72; Quality of Life Assessment (EORTC QLQ-C30) Social Functioning (LEAST_SQUARES_MEAN) scores on a scale = 66.17; A Population Pharmacokinetic (PK) Analysis for Cetuximab in Non-Small Cell Lung Cancer (NSCLC) - Serum Cetuximab Concentrations (MEAN) ug/mL = 223.1; Safety - Number of Patients Experiencing Any Adverse Event (NUMBER) participants = 545,,,,,,,,,Overall Survival Time (OS) (MEDIAN) months = 11.3 [9.4-12.4],Progression-free Survival Time (MEDIAN) months = 4.8 [4.2-5.3],,Quality of Life (QOL) Assessment European Organisation for the Research and Treatment of Cancer (EORTC) QLQ-C30 Global Health Status (LEAST_SQUARES_MEAN) scores on a scale = 45.72; Quality of Life Assessment (EORTC QLQ-C30) Social Functioning (LEAST_SQUARES_MEAN) scores on a scale = 66.17,Best Overall Response Rate (NUMBER) percentage of participants = 36.4 [32.4-40.6],Safety - Number of Patients Experiencing Any Adverse Event (NUMBER) participants = 545,,
NCT00152477,A Study of Paclitaxel/Carboplatin With or Without CDP791 in Patients With Lung Cancer,True,1,5,Tumor Response Rate (RR) (NUMBER) percentage of participants = 0,Progression Free Survival (PFS) (MEDIAN) weeks = 24.14 [20.29-29.29]; Time to Treatment Failure (MEDIAN) weeks = 13.21 [6.86-20.29]; Overall Survival (MEDIAN) weeks = 36.14 [27.14-64.14]; Duration of Overall Response (MEDIAN) weeks = 21.14; Time to Response (MEDIAN) weeks = 8.57 [8.14-17.43],,,,,,,,,Overall Survival (MEDIAN) weeks = 36.14 [27.14-64.14],Progression Free Survival (PFS) (MEDIAN) weeks = 24.14 [20.29-29.29],,,Tumor Response Rate (RR) (NUMBER) percentage of participants = 0,,Time to Treatment Failure (MEDIAN) weeks = 13.21 [6.86-20.29],
NCT00153803,Erlotinib or Placebo Following Chemoradiotherapy (Chemo/RT) in Stage III Non-Small Cell Lung Cancer ,True,1,4,Progression Free Survival (MEDIAN) Months = 7.4,"Overall Survival (MEDIAN) Months = 16.5; Percent of Participants Surviving 3 Years (NUMBER) percentage of participants = 37; Serious Adverse Event Profile Relating to Death, Disability, Life-threatening, Hospitalization, and Impairment/Damage for Concurrent Chemoradiation (COUNT_OF_PARTICIPANTS) Participants = 7; Serious Adverse Event Profile Relating to Death, Disability, Life-threatening, Hospitalization, and Impairment/Damage for Erlotinib and Placebo (COUNT_OF_PARTICIPANTS) Participants = 10",,,,,,,,,Overall Survival (MEDIAN) Months = 16.5,Progression Free Survival (MEDIAN) Months = 7.4,,,,,,
NCT00172042,A Study to Evaluate the Safety and Efficacy of Zoledronic Acid in the Prevention or Delaying of Bone,True,3,5,Progression-Free Survival (MEDIAN) Months = 9.0 [6.8-12.4]; Kaplan-Meier Estimates for Progression-free Survival (NUMBER) Percentage of participants = 63.0 [56.2-69.0]; Percentage of Participants With Progression-Free Survival Events (NUMBER) Percentage of participants = 60.2,"Percentage of Participants With Bone Metastases at 6, 12, 18, and 24 Months (NUMBER) Percentage of participants = 2.2 [0.4-5.1]; Kaplan-Meier Estimate of the Time to Occurrence of Bone Metastases (NUMBER) Percentage of participants = 2.7 [0.4-5.1]; Percentage of Participants With Skeletal Related Events (SREs) at 12 and 24 Months From Study Entry (NUMBER) Percentage of participants = 2.2; Kaplan-Meier Estimates of the Time to the First Skeletal Related Event (SRE) (NUMBER) Percentage of participants = 1.0 [0.0-2.3]; Kaplan-Meier Estimates for Overall Survival (NUMBER) Percentage of participants = 92.8 [88.4-95.5]",,,,,,,,,Kaplan-Meier Estimates for Overall Survival (NUMBER) Percentage of participants = 92.8 [88.4-95.5],Progression-Free Survival (MEDIAN) Months = 9.0 [6.8-12.4]; Kaplan-Meier Estimates for Progression-free Survival (NUMBER) Percentage of participants = 63.0 [56.2-69.0]; Percentage of Participants With Progression-Free Survival Events (NUMBER) Percentage of participants = 60.2,,,,,,
NCT00191139,"Gemcitabine or Gemcitabine Plus Docetaxel After Cisplatin, Etoposide and Radiation in Non Small Cell",True,1,4,2-Year Survival (NUMBER) percentage of participants = 40.6,Number of Patients With Overall Tumor Response (NUMBER) participants = 24; Progression-Free Survival (MEDIAN) days = 162.5 [82.0-239.0]; Overall Survival (MEDIAN) days = 492.5 [299.0-1034.0]; Lung Cancer Symptom Scale (LCSS) Assessment Post-randomization (NUMBER) participants = 8,,,,,,,,,Overall Survival (MEDIAN) days = 492.5 [299.0-1034.0],Progression-Free Survival (MEDIAN) days = 162.5 [82.0-239.0],,,,,,
NCT00191191,To Investigate Efficacy and Safety of Pemetrexed as Second or Third Line Therapy in Patients With No,True,1,4,Best Overall Response (NUMBER) participants = 0,Duration of Response (MEDIAN) months = 4.9 [3.8-8.7]; Progression-Free Survival (PFS) (MEDIAN) months = 3.0 [2.0-3.5]; Change From Baseline to 3 Months in Quality of Life Questionnaire for Cancer Patients Treated With Anticancer Drugs (QOL-ACD) (MEAN) units on a scale = 77.0; Change From Baseline to 3 Months in Functional Assessment of Cancer Therapy for Lung Cancer (FACT-L) Lung Cancer Subscale (LCS) (MEAN) units on a scale = 71.5,,,,,Duration of Response (MEDIAN) months = 4.9 [3.8-8.7],,,,,Progression-Free Survival (PFS) (MEDIAN) months = 3.0 [2.0-3.5],,Change From Baseline to 3 Months in Quality of Life Questionnaire for Cancer Patients Treated With Anticancer Drugs (QOL-ACD) (MEAN) units on a scale = 77.0,,,,
NCT00191308,Molecular Profiling in Lung Cancer Patients,True,1,4,,Percentage of Participants With Objective Tumor Response (Response Rate) (NUMBER) percentage of participants = 34.5 [17.9-54.3]; Duration of Response (MEDIAN) months = 42.5; Disease Free Survival (DFS) (MEDIAN) months = 43.7; ,,,Disease Free Survival (DFS) (MEDIAN) months = 43.7,,Duration of Response (MEDIAN) months = 42.5,,,,,,,,Percentage of Participants With Objective Tumor Response (Response Rate) (NUMBER) percentage of participants = 34.5 [17.9-54.3],,,
NCT00192036,Multicenter Phase 2 Trial Evaluating Cisplatin-Gemcitabine With Concomitant Thoracic Radiotherapy fo,True,1,4,Tumor Response at End of Treatment (NUMBER) participants = 1,Time to Progressive Disease (MEDIAN) months = 10.9 [0.9-39.2]; Overall Survival (MEDIAN) months = 27.9 [0.9-39.2]; Safety of Induction Chemotherapy (NUMBER) participants = 9; Safety of Chemo-radiotherapy (NUMBER) participants = 6,,,,,,,,,Overall Survival (MEDIAN) months = 27.9 [0.9-39.2],,,,,,,
NCT00201825,A Phase II Study of Capecitabine and Docetaxel in Previously Untreated Advanced Non-Small Cell Lung ,True,1,3,Determine Objective Response Rate (NUMBER) patients = 0,Time to Tumor Progression (MEDIAN) months = 3.3 [1.5-4.6]; One Year Survival (MEDIAN) months = 10.5 [3.2-15]; ,,,,,,,,Determine Objective Response Rate (NUMBER) patients = 0,,,,,Determine Objective Response Rate (NUMBER) patients = 0,,,
NCT00216125,Cisplatin/Etoposide/Radiotherapy +/- Consolidation Docetaxel in Advanced Stage III Non-Small Cell Lu,True,1,1,Overall Survival (MEDIAN) Months = 21.5 [17.0-34.8],Progression Free Survival (MEDIAN) months = 12.3 [9.4-16.9],,,,,,,,,Overall Survival (MEDIAN) Months = 21.5 [17.0-34.8],Progression Free Survival (MEDIAN) months = 12.3 [9.4-16.9],,,,,,
NCT00216203,Pemetrexed Plus Cetuximab in Patients With Recurrent Non Small Cell Lung Cancer,True,2,3,Maximum Tolerated Dose (MTD) of Pemetrexed in Combination With Cetuximab (NUMBER) mg/m^2 every 21 days = 750; Time To Progression (TTP) (MEDIAN) Weeks = 14.6 [6.0-78.7],Median Survival Time (MEDIAN) weeks = 42.0 [8.6-103.9]; Toxicity and Safety Profile (NUMBER) percentage of particpants = 58.3; ,,,,,,,,,,,,,,Toxicity and Safety Profile (NUMBER) percentage of particpants = 58.3,,Time To Progression (TTP) (MEDIAN) Weeks = 14.6 [6.0-78.7]
NCT00227019,Phase 2 Trial of Bevacizumab in Combination With Pemetrexed,True,1,2,Incidence of Central Nervous System (CNS) Hemorrhagic Events (NUMBER) CNS hemorrhagic events = 0,Progression-free Survival (PFS) (MEDIAN) months = 7.2 [5.5-9.0]; Overall Survival (OS) (MEDIAN) months = 14.8 [9.4-21.0],,,,,,,,,Overall Survival (OS) (MEDIAN) months = 14.8 [9.4-21.0],Progression-free Survival (PFS) (MEDIAN) months = 7.2 [5.5-9.0],,,,,,
NCT00231465,Phase II Study of Docetaxel + ZD1839 in Elderly Patients With Non-Small Cell Lung Cancer,True,1,2,Overall Response Rate (ORR) (MEAN) percentage of participants = 40 [26-57],Progression Free Survival (PFS) Rate (MEDIAN) Months = 6.9 [3.95-7.8]; Overall Survival (OS) Rate (MEDIAN) Months = 9.59 [4.6-16.3],,,,,,,,,Overall Survival (OS) Rate (MEDIAN) Months = 9.59 [4.6-16.3],Progression Free Survival (PFS) Rate (MEDIAN) Months = 6.9 [3.95-7.8],,,Overall Response Rate (ORR) (MEAN) percentage of participants = 40 [26-57],,,
NCT00240097,"Study of Sequential Topoisomerase, Irinotecan/Oxaliplatin - Etoposide /Carboplatin in Extensive Smal",True,2,2,Objective Response Rate (Part I) (NUMBER) Participants = 4; ,Progression Free Survival (Part I) (MEDIAN) months = 8.95 [6.5-9.8]; Overall Survival (Part I) (MEDIAN) months = 12.9 [10.2-15.5],,,,,,,,Objective Response Rate (Part I) (NUMBER) Participants = 4,Overall Survival (Part I) (MEDIAN) months = 12.9 [10.2-15.5],Progression Free Survival (Part I) (MEDIAN) months = 8.95 [6.5-9.8],,,Objective Response Rate (Part I) (NUMBER) Participants = 4,,,
NCT00243867,Taxoprexin Plus Carboplatin Treatment for Advanced Lung Cancer,True,1,4,Overall Survival (MEDIAN) Months = 8.31 [7.0-9.89],Percentage of Participants Who Achieved an Objective Complete Response or Partial Response (COUNT_OF_PARTICIPANTS) Participants = 40; Duration of Response (MEDIAN) Months = 5.75 [5.09-8.54]; Time to Progression (TTP) (MEDIAN) Months = 3.02 [2.66-4.01]; Time to Treatment Failure (TTF) (MEDIAN) Months = 2.79 [2.10-3.02],,Percentage of Participants Who Achieved an Objective Complete Response or Partial Response (COUNT_OF_PARTICIPANTS) Participants = 40,,,Duration of Response (MEDIAN) Months = 5.75 [5.09-8.54],,,,Overall Survival (MEDIAN) Months = 8.31 [7.0-9.89],,Percentage of Participants Who Achieved an Objective Complete Response or Partial Response (COUNT_OF_PARTICIPANTS) Participants = 40,,,,Time to Treatment Failure (TTF) (MEDIAN) Months = 2.79 [2.10-3.02],Time to Progression (TTP) (MEDIAN) Months = 3.02 [2.66-4.01]
NCT00245063,AZD2171 in Treating Patients With Recurrent Small Cell Lung Cancer,True,1,0,Objective Response Rate (NUMBER) percentage of responding patients = 0,,,,,,,,,Objective Response Rate (NUMBER) percentage of responding patients = 0,,,,,Objective Response Rate (NUMBER) percentage of responding patients = 0,,,
NCT00247416,Effects of Carboplatin and Gemcitabine on Stage IIIB Pleural Effusion and Stage IV Lung Cancer,True,1,3,Percentage of Participants With Reduction in Grade 3/4 Neutropenia (NUMBER) percentage of participants = 40,Effect of Dexamethasone Pre-treatment on Response Rate. (NUMBER) percentage of responders out of total = 8 [0.1-26.0]; Effect of Dexamethasone Pre-treatment on Overall Survival. (MEDIAN) days = 291 [228-437]; Progression-free Survival (MEDIAN) days = 101 [60-172],,,,,,,,,Effect of Dexamethasone Pre-treatment on Overall Survival. (MEDIAN) days = 291 [228-437],Progression-free Survival (MEDIAN) days = 101 [60-172],,,Effect of Dexamethasone Pre-treatment on Response Rate. (NUMBER) percentage of responders out of total = 8 [0.1-26.0],,,
NCT00257608,A Study Comparing Bevacizumab Therapy With or Without Erlotinib for First-Line Treatment of Non-Smal,True,1,6,Progression-free Survival (PFS) (MEDIAN) months = 3.7 [2.86-4.04],Number of Participants With Prospectively Identified Treatment Emergent Adverse Events (TEAE) During Chemotherapy Phase (NUMBER) participants = 6; Number of Participants With Prospectively Identified Treatment Emergent Adverse Events (TEAE) During Post-Chemotherapy Phase (NUMBER) participants = 2; Number of Participants With Any Adverse Events During Post-Chemotherapy Phase (NUMBER) participants = 319; Incidence of Study Treatment Discontinuation for Reasons Other Than Disease Progression in Chemotherapy Phase (NUMBER) participants = 54; Incidence of Study Treatment Discontinuation (NUMBER) participants = 34; Overall Survival (MEDIAN) months = 13.3 [12.12-14.52],,,,,,,,,Overall Survival (MEDIAN) months = 13.3 [12.12-14.52],Progression-free Survival (PFS) (MEDIAN) months = 3.7 [2.86-4.04],,,,Number of Participants With Prospectively Identified Treatment Emergent Adverse Events (TEAE) During Chemotherapy Phase (NUMBER) participants = 6; Number of Participants With Prospectively Identified Treatment Emergent Adverse Events (TEAE) During Post-Chemotherapy Phase (NUMBER) participants = 2; Number of Participants With Any Adverse Events During Post-Chemotherapy Phase (NUMBER) participants = 319,,
NCT00269152,Feasibility Study of Pemetrexed in Combination With Cisplatin or Carboplatin as Adjuvant Treatment o,True,1,4,The Feasibility of Post-Surgery Chemotherapy (NUMBER) participants = 38,Grade III/IV Adverse Events (NUMBER) participants = 9; Overall Survival at 3 Years (NUMBER) percent probability of survival (%) = 82.0 [72.4-91.6]; 3 Year Disease-Free Survival: Probability of Disease-Free Survival at 3 Years (NUMBER) probability of disease-free survival (%) = 61.2 [48.3-74.0]; Overall Survival at 6 Years (NUMBER) percent probability of survival (%) = 72.6 [59.3-85.9],,,3 Year Disease-Free Survival: Probability of Disease-Free Survival at 3 Years (NUMBER) probability of disease-free survival (%) = 61.2 [48.3-74.0],,,,,,Overall Survival at 3 Years (NUMBER) percent probability of survival (%) = 82.0 [72.4-91.6]; Overall Survival at 6 Years (NUMBER) percent probability of survival (%) = 72.6 [59.3-85.9],,,,,Grade III/IV Adverse Events (NUMBER) participants = 9,,
NCT00271505,Avastin/Docetaxel/Carboplatin in Non-Small Cell Lung Cancer,True,1,2,Time to Progression-Free Survival (PFS) (MEDIAN) months = 7.9 [6.0-11.1],Overall Survival (OS)- 5 Years (MEDIAN) months = 16.5 [13.6-31.2]; Disease Control Rate (MEAN) percentage of participants = 95 [88-100],,,,,,,,,Overall Survival (OS)- 5 Years (MEDIAN) months = 16.5 [13.6-31.2],Time to Progression-Free Survival (PFS) (MEDIAN) months = 7.9 [6.0-11.1],,,,,,Time to Progression-Free Survival (PFS) (MEDIAN) months = 7.9 [6.0-11.1]
NCT00290355,Study to Test the Efficacy of the Vaccine GSK 249553 in Treating Non-small-cell Lung Cancer After Tu,True,1,18,Number of Patients Reporting Confirmed Non-small-cell Lung Cancer (NSCLC) Recurrence (COUNT_OF_PARTICIPANTS) Participants = 37,"Percentage of Patients With Disease Recurrence (NUMBER) Percentage of Patients = 89.1; Number of Patients Reporting Confirmed Non-small-cell Lung Cancer (NSCLC) Recurrence or Death - Disease Free Survival (DFS) (COUNT_OF_PARTICIPANTS) Participants = 49; Number of Participants Who Died - Overall Survival (OS) (COUNT_OF_PARTICIPANTS) Participants = 36; Number of Subjects Seropositive Against MAGE-A3 (COUNT_OF_PARTICIPANTS) Participants = 9; Anti- MAGE-A3 Antibody Concentrations (GEOMETRIC_MEAN) EL.U/mL = 16.9 [14.4-19.8]; Number of Subjects Seropositive Against Protein D (PD) Antigens (COUNT_OF_PARTICIPANTS) Participants = 45; Anti-protein D (Anti-PD) Antibody Concentrations (GEOMETRIC_MEAN) EL.U/mL = 92.2 [78.6-108.0]; Number of Subjects With Cell-mediated Immunity (CMI) Cluster of Differentiation (CD) 4+ Response (COUNT_OF_PARTICIPANTS) Participants = 8; Number of Subjects With Cell-mediated Immunity (CMI) Cluster of Differentiation (CD) 8+ Response (COUNT_OF_PARTICIPANTS) Participants = 2; Number of Subjects With Cell-mediated Immunity (CMI) CD4+ or CD8+ Response (COUNT_OF_PARTICIPANTS) Participants = 10; Number of Patients Reporting Non-small-cell Lung Cancer (NSCLC) Recurrence by Gene Signature (COUNT_OF_PARTICIPANTS) Participants = 13; Number of Subjects With Any and Grade 3 Solicited Local Symptoms (COUNT_OF_PARTICIPANTS) Participants = 116; Number of Subjects With Any, Grade 2/3/4 and Related Solicited General Symptoms (COUNT_OF_PARTICIPANTS) Participants = 87; Number of Subjects With Any Unsolicited Adverse Events (AEs) (COUNT_OF_PARTICIPANTS) Participants = 95; Number of Subjects With Serious Adverse Events (SAEs) (COUNT_OF_PARTICIPANTS) Participants = 41; Number of Subjects With Normal and Abnormal Urinalysis Parameters (COUNT_OF_PARTICIPANTS) Participants = 100; Number of Subjects With Normal and Abnormal Hematological Parameters (COUNT_OF_PARTICIPANTS) Participants = 122; Number of Subjects With Normal and Abnormal Biochemical Parameters (COUNT_OF_PARTICIPANTS) Participants = 97",,,Number of Patients Reporting Confirmed Non-small-cell Lung Cancer (NSCLC) Recurrence or Death - Disease Free Survival (DFS) (COUNT_OF_PARTICIPANTS) Participants = 49,,,,,,Number of Participants Who Died - Overall Survival (OS) (COUNT_OF_PARTICIPANTS) Participants = 36,,,,,Number of Subjects With Any Unsolicited Adverse Events (AEs) (COUNT_OF_PARTICIPANTS) Participants = 95; Number of Subjects With Serious Adverse Events (SAEs) (COUNT_OF_PARTICIPANTS) Participants = 41,,
